ItemID,Sentiment,SentimentSource,SentimentText
381,0,Sentiment140, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
382,0,Sentiment140,"- @SlashHudson you tease, i wanna hear the tracks!! "
384,0,Sentiment140, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
386,0,Sentiment140, @SRenaeNae... What is 'FML'
387,0,Sentiment140, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... ♫ http://blip.fm/~7qdf0
388,0,Sentiment140, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
389,0,Sentiment140, @THEDIAMONDCOACH  Im sure he'd love that LOL
390,0,Sentiment140, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
394,0,Sentiment140," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70"
396,0,Sentiment140," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
398,0,Sentiment140, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
399,0,Sentiment140, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
402,0,Sentiment140,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
404,0,Sentiment140,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish 
408,0,Sentiment140, A blessed sunday everyone!
410,0,Sentiment140, A dog riding the bicycle http://bit.ly/gvMzD
412,0,Sentiment140, A problem shared is a buck passed
414,0,Sentiment140, ดู�?บไต๋ hitech
417,0,Sentiment140,  am quite tired can't wait till wwe at burswood &lt;3
420,0,Sentiment140,0
421,0,Sentiment140,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
427,0,Sentiment140,  feeling ok for the first time in a few days. thank you!
428,0,Sentiment140,"  found a new way to text him, yey!"
430,0,Sentiment140,  going for a paddle 2moz 
431,0,Sentiment140,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.
432,0,Sentiment140,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... 
443,0,Sentiment140,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
446,0,Sentiment140,  is listenin to my new fav band more amor
449,0,Sentiment140,  Just another day in paradise. ;)
452,0,Sentiment140,  love you! &lt;333
461,0,Sentiment140,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
462,0,Sentiment140,0
467,0,Sentiment140, ahh school on monday!!!! not ready
468,0,Sentiment140," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
476,0,Sentiment140, All the small things...
481,0,Sentiment140,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
482,0,Sentiment140, am excited
483,0,Sentiment140, Am feelin very happy!? 
484,0,Sentiment140, Am I feeding the Pig'?
487,0,Sentiment140,-- An alarm clock is a device for waking up people who do not have small children. --- 
491,0,Sentiment140, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatíva 
495,0,Sentiment140, Another Friday night of Rock Band
498,0,Sentiment140,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!
512,0,Sentiment140,  Good morning all! Have a great day!!!
516,0,Sentiment140,  having a luvly day http://tinyurl.com/ckbmkc
517,0,Sentiment140,  he is so hot !
518,0,Sentiment140,  hmm what to do!
525,0,Sentiment140, - Iowa No. 2 in happy! Yea!
527,0,Sentiment140,  just got home
529,0,Sentiment140,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!
533,0,Sentiment140,  My mom is the funniest person ever!  
539,0,Sentiment140,  Pie seems to have quite a good appetite now.
547,0,Sentiment140,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com"
550,0,Sentiment140,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith]
553,0,Sentiment140, - she is amazing -- Bjork � Bachelorette ? http://blip.fm/~4lfyi
556,0,Sentiment140,  Thank you.    @Kyauphie
566,0,Sentiment140, #andyhurleyday
567,0,Sentiment140, #ASOT400
569,0,Sentiment140, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1
571,0,Sentiment140, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany
574,0,Sentiment140, --&gt; that was then. ='( --&gt; this is NOW.
575,0,Sentiment140, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8
576,0,Sentiment140, &lt;---My expression watching this again: http://tinyurl.com/eqbwe
578,0,Sentiment140, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
579,0,Sentiment140, &quot;Im in love and I don't care who knows it !&quot; -elf
581,0,Sentiment140," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2"
587,0,Sentiment140, -as simple as it gets.
590,0,Sentiment140," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago"
591,0,Sentiment140, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr
592,0,Sentiment140, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.
597,0,Sentiment140, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz 
599,0,Sentiment140, awesome black coffee... anyone?
600,0,Sentiment140, aww great song &quot;Picture to burn&quot;
607,0,Sentiment140, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. 
608,0,Sentiment140, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva
611,0,Sentiment140, Back to basics 
615,0,Sentiment140, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD
617,0,Sentiment140, Bas one last time 2 update my status 
618,0,Sentiment140, baseball.
623,0,Sentiment140,- been up for 2 days straight. LoL. i NEVER sleep. 
628,0,Sentiment140,  such a nice day
629,0,Sentiment140,  Summertime by DJ Jazzy Jeff and The Fresh Prince
631,0,Sentiment140,  the weather is lushhh!
633,0,Sentiment140,  third date went well....moving on to fourth!!!!!!
634,0,Sentiment140,  To The Death! An awesome random comic for the certifiably not sane. (  )
636,0,Sentiment140,  twilight !!!
638,0,Sentiment140,  two more days.
644,0,Sentiment140, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ
647,0,Sentiment140,  xD go day!!!
648,0,Sentiment140, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
649,0,Sentiment140,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now 
650,0,Sentiment140, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack
652,0,Sentiment140, &lt;*~Free!~*&gt;
653,0,Sentiment140, &lt;----that's me smiling.
658,0,Sentiment140, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
659,0,Sentiment140, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
660,0,Sentiment140," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
661,0,Sentiment140,- &quot;the world makes music for people who listen &quot; 
662,0,Sentiment140, &quot;Will Digg’s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
665,0,Sentiment140, *exited* I just bought some oreos!! I hope everyone likes oreos..
674,0,Sentiment140,-- . BABBBBBBBBYY .  I missed you MUCH!!
676,0,Sentiment140,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! 
678,0,Sentiment140, ... its JONAS DAY!!!!!!!!
689,0,Sentiment140, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
693,0,Sentiment140, ;) July Flowers (July 2009) #Holiday
695,0,Sentiment140, @aaronXnow finally got twitter haha
696,0,Sentiment140, @aChAotIcBeaUtY
697,0,Sentiment140, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
699,0,Sentiment140,0
700,0,Sentiment140,"-- @anyamanda said I tweets less these days so, hi! "
701,0,Sentiment140," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL"
704,0,Sentiment140, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo
705,0,Sentiment140, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
706,0,Sentiment140,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang
707,0,Sentiment140, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm
708,0,Sentiment140,0
710,0,Sentiment140,-- . =D There's my BOO.  *Blushes*
711,0,Sentiment140,-- . BYYEEE . ILY2 Jamarcusssssss 
713,0,Sentiment140,-- . You aint gotta apologize. I know I'm not ugly. 
728,0,Sentiment140, ...that is all
734,0,Sentiment140," ;) Butterfly Day (Jun 19, 2009) #Holiday"
735,0,Sentiment140, ??? what does it means ?
739,0,Sentiment140,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!
740,0,Sentiment140, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
741,0,Sentiment140," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~"
742,0,Sentiment140, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j
748,0,Sentiment140," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
750,0,Sentiment140,0
751,0,Sentiment140," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
752,0,Sentiment140, @danawalker Washington Capitals would be one of #myweakness as well.
753,0,Sentiment140," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra"
755,0,Sentiment140, @dustincary yea I really wanna see a win for him at daytona
756,0,Sentiment140, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
757,0,Sentiment140, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper
759,0,Sentiment140," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq"
762,0,Sentiment140," @idvssuperego Started working on a “warm, fluffy fart�? tweet before realizing I don’t especially like far.. http://tr.im/n7J0"
763,0,Sentiment140, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
765,0,Sentiment140, @jazzgotsoul @liveguy lol nooooooooo!!!
768,0,Sentiment140, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!
769,0,Sentiment140, @latuacatante17 youu welcomee
770,0,Sentiment140," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
773,0,Sentiment140," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
776,0,Sentiment140, @MICHAEL_CASTRO is not at 902  thanks!
783,0,Sentiment140," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
785,0,Sentiment140," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
786,0,Sentiment140, big ass kool-aid smile on my face from talkin to my boo...
788,0,Sentiment140, blowdrying my hair
790,0,Sentiment140, bored........doing nothing at all....okay...i'm a pretty shy girl...
791,0,Sentiment140, BOREDDDD  going to do powerpoint
794,0,Sentiment140, bosco graduation then sara's voice recital
795,0,Sentiment140, breakfast with family
796,0,Sentiment140, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
803,0,Sentiment140,0
814,0,Sentiment140, Can't Wait For Hills Finale Tonight! ♥
815,0,Sentiment140," Can't wait for the weekend, BMTH on Saturday!"
818,0,Sentiment140,- certification test #2 at 8:30 this morning. Feeling much better about this one today 
819,0,Sentiment140, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
820,0,Sentiment140,0
821,0,Sentiment140, chocolate cake with a delicious strawberry yummy yummy
822,0,Sentiment140," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )"
823,0,Sentiment140,-- city tonight for mae! 
828,0,Sentiment140," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
829,0,Sentiment140, Coming up to the home stretch now with this J/M fic. YAY!!
831,0,Sentiment140," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
832,0,Sentiment140, Content.&quot;made a pac lets see how long it last&quot;
833,0,Sentiment140, cookies the first time
849,0,Sentiment140, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
858,0,Sentiment140," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
862,0,Sentiment140, dinner &lt; bath &lt; workout &lt; run
863,0,Sentiment140, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
868,0,Sentiment140, Don't forget to vote today! http://bit.ly/3MG0r
873,0,Sentiment140, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv
875,0,Sentiment140, @DJWiLLGATES
878,0,Sentiment140, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
879,0,Sentiment140," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
881,0,Sentiment140, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
882,0,Sentiment140,0
886,0,Sentiment140, @jessdelight: LMAO @liveguy
887,0,Sentiment140, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq
888,0,Sentiment140," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
891,0,Sentiment140, @krystynchong that's a lovely compliment. thx much! 
892,0,Sentiment140, @ksymmonds THANKYOU 
899,0,Sentiment140,- @MelbourneVixens Awesome 4th quarter ladies! Great game 
901,0,Sentiment140, @netfart quite the opposite
902,0,Sentiment140,0
904,0,Sentiment140," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo"
905,0,Sentiment140, @PhillMason @Philoscribe Thank you. I am genuinely grateful
906,0,Sentiment140,0
907,0,Sentiment140, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
913,0,Sentiment140,-- DT tonight; DT tomorrow day &amp; night   beauty.
919,0,Sentiment140," elise and melanie are the SHIZ,"
926,0,Sentiment140,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days 
932,0,Sentiment140, Explore twitter
936,0,Sentiment140, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
948,0,Sentiment140, FIELD TRIP TODAY  LEAVING NOW :3
949,0,Sentiment140,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
954,0,Sentiment140, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle
955,0,Sentiment140," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name."
956,0,Sentiment140," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p"
958,0,Sentiment140, @ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.
961,0,Sentiment140, @stevijean yeahuhh
970,0,Sentiment140, @ThisChicsFlava: @DaPrbmChild lmao&lt;3
975,0,Sentiment140," @zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;"
977,0,Sentiment140, ~ LVATT IS COMMING!!! ~
979,0,Sentiment140, =] happy sunday =] 
984,0,Sentiment140,--- 2009 NCAA National Softball Champions UW Huskies 
987,0,Sentiment140, first days are always good..wish my dentist gave me more hours though
